First Level Heading,Second Level Heading,Third Level Heading,Definition
人口学词典,章节 1 • 基本概念,115,"把家庭1 (family) (参阅112-1)作为人口研究的单位来表示一个户(110-3)或一户的一部分时需要给以专门的定义；目的不同，定义也会有所不同。一个统计家庭1 (statistical family)  或普查家庭1 (census family) (113-1)；而在另一些国家中，其定义则可能以家庭核心2 (family nucleus) 为基础。所谓家庭核心可以包括一对无子女的夫妇，或一对夫妇和一个或多个未婚子女，或父母一方和二个或多个未婚子女。这些人既可构成普查家庭，也可构成这样一个家庭的核心。已婚夫妇和他们的生物学子女一起居住被称作完整或传统家庭3 (tranditional family) ，与此相反地，不完全家庭4 (broken family) 是指由于死亡，离婚，分居或遗弃而失去了双亲之一的家庭。父母一方分居或丧偶并与子女一起居住的家庭也叫作单亲家庭4 (single parent family) 。父母一方分居或丧偶但没有与子女一起居住的家庭也有特殊的称谓，在德语中被称作残留家庭5 (residual family (“Restfamilie”)) 。当这些家庭在一个户中居住时，它们被称作家庭户6 (family household) 。
注：在美国，一个次家庭是指那些有或没有18岁以下子女夫妇的家庭或父母有一个或多个18岁以下未婚子女的家庭，他们居住在一户中与户主或其配偶有亲属关系，但次家庭不包括户主及其配偶。在英国，基本家庭单位的成员包括父母及其子女、父母的亲兄弟姐妹和直系长辈。"
人口学词典,章节 1 • 基本概念,116,"在人口学文献中，一代人1 (generation) 一词具有明确的意义。它是指在某一时期内(通常为按日历计算的一年)出生的一群人。同批人2 (cohort) （也译作“队列”）一词是指在某一具体时间内经历了某一事件的一群人。例如，出生队列就是116—1所说的一代人的同义词；结婚队列是指在某一定时期内结婚的一群人等等。在人口学中，一代人3 (generation) 一词也可以象在家谱学中那样，用来表示具有116—1所指的一群同代人的后代。因此一群移民的子女往往称作第二代9 (second generation) 。我们偶尔也会用到第三代或第四代。每代人根据年龄有不同的名称，比如青年代6 (young and rising generation) ，中年代7 (middle-aged generation) 或壮年代7 (generation in the prime of life) ，以及老年代8 (older generation) 。这些名称的年龄范围比较模糊，使用时需要说明。在出生率较低或较高的历史时期出生的同批人被称作出生不足或生育低谷期时代人11 (low-birth-rate cohorts) （或生育高峰期时代人10 (high-birth-rate cohorts) —俗称“婴儿潮”时代人）。有时候，考虑一代人只限于沿着一个性别，如男性一代4 (male generation) 或父系一代4 (paternal generation) 是指男性一代人的儿子；女性一代5 (female generation) 或母系一代5 (maternal generation) 。当计算一代人的长短或平均世代间隔(713-1)时，就要用到这种区分。
注：同批人分析或队列分析一词用来表示一种分析资料的方法，这种方法用于研究各个同批人的一生的经历，或在其他具体时期中的经历。为了征兵的目的，在某一年应当征召入伍的一群男子，有时称之为该年的一期应征士兵。在美国，class一词也用来表示某年在某学校或某大学完成学习的一群学生。 由于第一次世界大战期间出生率下降，特别是在法国，文献中有时会使用法语术语“classes creuses”。"
人口学词典,章节 1 • 基本概念,120,"一所住宅1 (dwelling) 、一个住宅单位1 (dwelling unit) 或住所1 (living quarters) ，都是统计概念，用以表示适合一户人(110-3)使用的居住设施。住宅的大小，以住宅的房间2 (room) 数或住宅的平面面积3 (surface area) 来计算。居住的拥挤程度4 (degree of crowding) 是住宅大小和居住人数的函数。拥挤标准是用来区分过度拥挤的住宅5 (over crowded dwellings) 和未充分使用的住宅6 (insufficiently occupied dwellings) 。未使用的住宅7 (unoccupied dwelling) 指的是长期或者暂时未用来居住的住宅。
注：一所住宅可以是一座私人房屋或其中的一部分，或一片公寓中的一所公寓。在美国住宅还划分为一户结构和多户结构，凡不属于户的成员的人都算作住在集体宿舍之中。在住房统计中也有按层数统计。在欧洲，底层通常不予计算，而在美国则把底层叫作第一层。 厨房是否计算在房间数内，没有固定的规定。"
人口学词典,章节 1 • 基本概念,121,"住宅的使用者可以是房屋的所有者1 (owner) ，也可以是租赁者2 (tenant) ，后者从所有者那里租赁住宅，也称为房客，租赁者称为房东1 (landlord) 。把住宅转租给他人的租赁者，叫作第一租赁者5 (principal tenant) ，或二房东。再租赁者3 (sub-tenant) 是从租赁者那里租赁住宅的人，也称二房客。占据自己无权使用的住宅的人，叫作占用者4 (squatter) 。
注：住宅或单元房间可以带家具出租，也可不带家具出租，分别称之为带家具的住宅和不带家具的住宅。"
人口学词典,章节 1 • 基本概念,130,人口统计1 (population statistics或demographic statistics) 一词是指根据观察3 (observation) 所得到的有关人口的数字资料2 (numerical data) 。用适当的表格(206-1)收集4 (collected) 观察结果后，对资料加以校订5 (edited) 和复核5 (verified) ，以去掉明显的自相矛盾的地方，再将这些资料进行汇总6 (tabulated) 为某些具有共同特征的组7 (groups) 或类8 (class) 。数据处理9 (data processing) 包括介于收集到统计分析10 (statistical analysis) 之间的各个步骤(132-1)。
人口学词典,章节 1 • 基本概念,131,"数据在处理和汇总之前，通常称为原始数据1 (raw data 或 crude data) ，处理和汇总之后则称为基本数据1 (basic data 或 primary data) 。基本数据通常包括若干套2 (series) 的绝对数3 (absolute numbers) ，列成统计表4 (statistical tables) 的形式。在这样的统计表中，通常将资料按某些变量5 (variables或variates) 如年龄、子女数目等，或按某些品质特征6 (attributes 或 characteristics)  (如性别、婚姻状况等)，分类列出。如果同时按几个变量或特征把数据分类列表，这样的统计表叫作交叉分组表7 (cross-tabulation) 或列联表7 (contangency tables) 。概要表8 (summary tables) 提供的资料，不如各个单项表9 (individual tables) 详尽。
注：如果资料是以个人(110-2)作为分析单位时，可以称之为微观资料。不是以个人作为分析单位的，则称为集体资料或宏观资料，例如一个国家或国内的一个行政单位。微观资料可以从几个来源得到，如实地调查(203-5)或生命登记记录的样本。微观资料的一个新的来源是公开使用的普查样本，它是从普查资料抽取的一个系统样本或随机样本，供人分析使用。 列出人口中的一个变量或特征的分布状况的表，通常叫作频率表。"
人口学词典,章节 1 • 基本概念,132,"基本数据的使用，通常包含两个阶段。分析1 (analysis) 的目的在于把观察到的数字的各个成分(规模、结构、外在因素和所研究的现象)一个个分开。综合2 (synthesis) 则是以各种不同方式把已分开的各个成分重新组合的过程。这两个阶段都要计算3 (calculation 或 computation) 一些有不同名称的指数4 (indices) (参阅133)。与基本数据相反，这些指数叫作结果6 (results) 或综合指数5 (synthetic indices) 。更为严格的说，指数7 (index) (复数为indexes或indices)或index number是表示某一数量对一基数8 (base) 之比，通常都是以基数作为100。有些指数是说明综合情况的有益的指标9 (indicators) ；比如有时用婴儿死亡率作为衡量一个人口的卫生状况的指标。
注：计算器是一种可以储存少量数据并进行数字较小的算术和统计计算的机器。计算机是一种可以传输、储存和计算大量数据集的机器系统，它不仅可以进行算术和统计计算，而且可以对数据进行逻辑处理。过去，calculator和 computer二词曾用于表示从事计算的人。"
人口学词典,章节 1 • 基本概念,133,"分析(132-1)的最初阶段之一是将人口总数或事件数与其他人口总数或事件数相比。所得指数有不同的名称。最常用的名称是比6 (ratio) ，它是用一个数除另一个数所得之商数。当除数和被除数是不同类别（比如男人和女人，孩子和女人，不同年龄组等）时的特定比1 (specific ratio) 可能有一些特殊称谓，如性别比。比例2 (proportion) 是指部分同整体的数量之比。百分比3 (percentage) 是用每一百中有多少来表示的比例。率4 (rate) 是一种特殊性质的比，用以表明在一个人口中或一个分人口中在一定时期内(通常为一年)某一事件发生的相对频数5 (relative frequency) 。虽然已经建议对率一词采用这一用法，但其含意却在逐步扩大，而且往往被错用为比的同义词(例如；劳动力参与率，实际上是一个比例)。
注：率通常按千分比表示，凡是使用“率”这一词语而又未附带任何说明时，即意为“千分比”。但是，有些率是用万分比、千万分比或百万分比来表示的，例如分死因死亡率(421-10)。在某些其他情况下，率也可以用每人或百分比来表示。“率”这个字有时可以省略，如人们可以看到“千分之十的死亡(率)”(a mortality of ten per thousand)这样的说法，但并不鼓励这样做。 总生育率(参见639-4)是生育期内分年龄生育率(参见633-9)的总和，因此失去了它的逆时间维度（每年）。这种差异与长度和表面或速度和加速度之间的差异一样重要。 在某些语言中，术语综合指数(参见132-5)更受欢迎，以避免与比率的逆时间维度（每年）混淆：综合指数的计算用人口统计事件的数量除以暴露的时间或人年。 如果使用的话，总生育率表达式中的术语率是指每名妇女的隐含生育率，这不足以构成一个“率”，但足以构成一个“无量纲比率”。"
人口学词典,章节 1 • 基本概念,134,"不可重复事件的相对频数(133-5)通常被看作是该事件发生的概率1 ( probability) 。这意味着，作为分母的每个个人都有发生这种事件的可能3 (exposed to risk) , 也就是说，必然有一个机会2 (chance) 或风险2 (risk) 使这一事件有可能发生。使用“风险”一词，并不意味着这一事件是人们所不愿意发生的；例如英文中所使用的“结婚风险”一词。人口常常被划分为各种分人口。在部分人口中，各人之间发生某种事件的风险要比在整个人口中的差别小；就风险本身而言，分人口要比相对不均匀的5 (heterogeneous) 整个人口更为均匀4 (homogeneous) 。为这样的分人口计算的率叫作分组别率6 (specific rates) ，以区别用于整个人口的粗率(136-8)。一般率7 (general rates) 有时也包含着一定的年龄界限，如一般生育率(633-8)就是这样。"
人口学词典,章节 1 • 基本概念,135,"分年龄率1 (age-specific rates) ，可以逐岁计算，也可以分年龄组计算（分年龄组率2 (age-group specific rate or age group-specific rate) ）。分持续时间率3 (duration-specific rates) 则是根据起点事件4 (baseline event) 或事件起点4 (event-origin) (如结婚或前次生育)以来的全部时间长度计算。中心率10 (central rates) 是将一年或某一时期(通常为5年)内发生的事件数除以该年或该时期平均人口数6 (average population) 或年中人口数6 (mid-year population) ，或在该年或该时期内有可能经历该事件的人年数7 (person-years) ，人年数是以年数来表示的所观察的全体个人在该年或该时期内可能经历该事件的时间总和。率这个词，也常用来表示另一类指标，即将一年或数年内发生的不可重复事件数除以该年初或该时期初所研究的同批人的人数；这种指标，有时叫作消减概率5 (attrition probability) ，或简称概率6 (probability) ，以区别于前面提到的中心率。在本段中，“时期”一词是指—段时间。但时期率8 (period rates) 是从划分时间的涵义上有时间变化的意义，也就是指某一年或某几年的率，时期率是与同批人率9 (cohort rate) 或一代人率9 (generation rate) 相对而言的。
注：商一词，法文中用以表示这一类率，英文中有时也这样使用。"
人口学词典,章节 1 • 基本概念,136,临时性1 (provisional)  数据是在不完全或不充分控制和观察下得到的数据。观察完全之后，则代之以最终2 (final) 数据。用上述两种数据计算的率，分别叫作临时性率3 (provisional rates) 和最终率4 (final rates) 。数字发表后又得到新的资料时，可以公布修订率5 (revised rates) 。校正率6 (corrected rate) 一词，通常是指不完整的数据或者不适当的方法已经产生了误导性的或者会使所得值有局限性的结果并对这样的结果进行了校正，例如对漏查的校正、对移民的校正，对季节变动的校正。标准化率7 (standardized rates) 或者调整率7 (adjusted rates) 是为了使某一变量如生育或死亡能在不同人口之间进行比较而设计的，办法是把另一变量(例如年龄)的影响保持不变。有些人口学家则用校正率7 (corrected rate) 一词作为标准化率的同义词。当数据不允许直接估算比率（比如人口较少）时，使用根据高质量数据计算并应用于实际人口的标准率9 (standard rates) (参见403-6)可提供与实际事件数相近的间接估计预期事件数。未标准化的率则叫作粗率8 (crude rates) 。虽然未标准化的率可以用来测度实际趋势，但是，在比较具有不同结构(144-4)的人口时，若不加区别地使用会导致作出错误的结论。
人口学词典,章节 1 • 基本概念,137,人口指数(132-7)在大多数情况下是指某一特定的观察时期1 (period of observation) 的人口现象；大多数的率(参阅133-4)尤其是这样。年率2 (annual rate) 则是关于12个月长的一段时期。如果收集了多年的观察资料并计算其平均数时，常用平均年率3 (mean annual rate 或 average annual rate) 一词来表示这一平均数。如果所计算的时期不是一年，可以通过乘上一个相应的因子，换算为年率4 (converted to an annual basis) 。有时也要计算关于一段无限短的时间的瞬间率5 (instantaneous rates) ，例如瞬间死亡率(431-4)或瞬间人口增长率(702-5)。
人口学词典,章节 1 • 基本概念,138,"队列分析或同批人分析(103-4)的主要目的是研究人口现象发生的强度1 (intensity) 和速度2 (tempo) 或间隔2 (timing) 。由一个不可重复事件(201-4)引起的现象的强度，可以用该事件发生的最终频数3 (ultimate frequency) 计算，或用其补数（1-最终频率）计算。最终频数反映该同批人(116-2)在生存期间，在没有外部影响下经历这一事件那些人的比例。由生育或迁移等可重复事件(201-5)引起的现象，其强度可用该同批人在没有外部影响下会每人平均经历事件次数4 (mean number of events) 来计量。所谓速度或间隔可以定义为在同批人当中与所研究现象有关的各种人口事件在时间上的分布。横断面分析或时期分析(103-5)的结果用时期指标5 (period measure) 加以概括表示(相对于队列指标6 (cohort measure) 或同批人指标而言)。时期指标可以有多种多样的方式。有一种常用的方法是，把所观察到的属于各个年龄或各种间隔的率看作是某一个假设同批人7 (hypothetical cohort) 或称综合同批人7 (synthetic cohort) 的率。
注：最终频数或其补数，按所研究的现象不同而有不同的名称：如产次递进比(637-7)、终生独身频数(521-1*)……。最好不要用比例这个词来作为上述这些名词的组成部分，而只把它用来表示实际观察到的比例。例如，一定要把终生独身的频数同普查中记载的某一年龄的独身者的比例加以区别。 对于所观察的每人平均事件数在没有外部影响下一定会观察到的事件数，给予同一名称的情形，并不鲜见(例如死亡率)。遇到这种情形，应当使用不同的词；例如，曾生育子女数(637-2)就可同累积生育率(636-2)区分开。 由于在进行真正的同批人分析之前就曾使用横断面分析和假设同批人，所以有些时期指标的名称往往让人感觉它们是属于一批同批人的。这样的用法会产生明显的矛盾。例如，在某些年份，由于很多人补上以前推迟的生育，分产次的出生概率可能会大于1。"
人口学词典,章节 1 • 基本概念,140,人口学中最常使用的平均数1 (average或mean) 是算术平均数2 (arithmetic average或arithmetic mean) 。算术平均数是一系列数值之和除以数值的个数。使用平均数一词而不加补充说明时，通常是指算术平均数。当所观察的数值都是正数时，有时也使用几何平均数3 (geometric mean或geometric average) 。几何平均数是N个数值之积的N次根。当各个不同的项乘以不同的加权系数5 (weighting factor) 或称权数5 (weight) 以表示其不同的重要性时，所得的是加权平均数4 (weighted average或weighted mean) 。中位数6 (median) 是把一组7 (set) 观察值分为相等两部分的那个数值。众数8 (mode) 是一套观察值中最常见的或出现次数最多的那个数值。
人口学词典,章节 1 • 基本概念,141,"一批观察值的离散度1 (dispersion、 scatter、variation 或 variability) 取决于各数值间的差别2 (differences 或 deviation) 。这里仅介绍最常见的几个离散度的指标3 (measures of dispersion) 。全距4 (range) 是一套数值中最大值和最小值之差。四分位数距5 (interquartile range) 是第一个四分位数(142-2)和第三个四分位数之差，它包括了该批观察值的一半。半四分位数距6 (semi-interquartile range) ，也叫四分位离差6 (quartile deviation) ，即四分位数距的一半，常被用作一个衡量离散度的指标。平均差或均差7 (mean deviation 或 average deviation) 是各个项对平均数的离差的正值的算数平均数(140-2)；方差8 (variance) 是这些离差算术平均数的平方；标准差9 (standard deviation) 则是方差的平方根。
注：标准差的通用符号是σ。"
人口学词典,章节 1 • 基本概念,142,如果把一系列观察值从小向大排列，那么把观察值分成一定比例的那些数值，叫作分位数1 (quantiles) ，或叫作顺序统计数1 (order statistics) 。中位数(140-6)已经在前面谈到。其他重要的顺序统计数是四分位数2 (quartiles) ，十分位数3 (deciles) 和百分位数4 (percentiles或centiles) 。它们分别把观察值分为四等份、十等份和一百等份。
人口学词典,章节 1 • 基本概念,143,如果一个变量在一定范围内的任何两点之间可以取得无数的值时，这一变量是连续性的1 (continuous) 。与此相反的变量叫作非连续性的2 (discontinuous) 。如果一个变量只能取得某些孤立的值时，这种变量叫作离散3 (discrete) 变量。
人口学词典,章节 1 • 基本概念,144,"把人口的各个成员按照—定的特征或变量加以排列，可以构成频数分布1 (frequency distribution) ，常简称为分布1 (distribution) 。各个组的人数——绝对频数2 (absolute frequency 或 class frequency) ——对总人数之比叫作该组的相对频数3 (relative frequency) 。在人口学中，结构4 (structure)  组合4 (composition)  和分布1 (distribution) 三词，经常互换使用来表示如年龄、性别、婚姻状况、职业等特征的分布。结构一词有时在更严格的意义上，只用来表示人口的年龄和性别分布。
注：人口分布一词通常指人口的空间分布。然而，当分布一词与所分析的特征的名称连用时，则是结构或构成的同义词。因此，人们可以看到年龄分布、年龄和性别构成以及年龄和性别结构的说法。"
人口学词典,章节 1 • 基本概念,150,"把人口变量在时间上的变动记录下来，可以得出人口的时间数列1 (time series) 。有时可以把一个时间数列分解出不同的趋势2 (trend) 和围绕着趋势的波动3 (fluctuations) 、变动3 (variations) 或离差3 (deviation)  (141-2)。如果波动经过一定时间(通常为几年)重复出现，则称为循环波动4 (cyclical fluctuations) ，或更一般地叫作周期性波动4 (period fluctuations) 。在人口学中，汇集资料最常用的时期为一年。在一年内的不同时期的波动叫作季节性波动5 (seasonal fluctuations) 。趋势、循环波动和季节性波动以外的波动叫作不规则波动6 (irregular fluctuations) 。不规则波动可能是由于异常因素而造成的(如战时动员)，有时，这样的波动是偶然性波动7 (chance fluctuations) 或称随机性波动7 (random fluctuations) 。
注：一般来说，变动一词可用来表示一个变重任何一个值或一系列值的变化。"
人口学词典,章节 1 • 基本概念,151,有时候需要用一套规则的数字代替原来的一套不够规则的数字。这一过程叫作修匀1 (graduation或smoothing) 。修匀通常是用一条光滑曲线去通过时间数列或其他数列上的若干点(如按登记年龄分类的人数)。如果图形是用手随意画出的曲线，这一过程叫作图上修匀2 (graphic graduation) 。如果应用了数学分析方法修匀时，这一过程叫作曲线拟合3 (curve fitting) ，即使数学曲线适合于数据资料。这一过程可通过最小二乘法4 (method of least squares) 使原始数列和修匀数列之间离差的平方和缩到最小来实现。其他方法包括移动平均数法5 (moving averages) 或差分法6 (calculus of finite differences) 。有些这样的方法可用来进行内插7 (interpolation) ，即在数列的已知值之间估计中间各点的值，或者外推8 (extrapolation) ，即估算数列已知数值范围以外的各个值。
人口学词典,章节 1 • 基本概念,152,常常需要对一些不太正规的分布进行修匀，以校正人们在回答问题时喜欢说整数1 (round numbers) 的倾向性。堆积2 (heaping) 与数字的偏好2 (digit preference) 在年龄分布中尤为常见。这反映出人们喜欢把自己的年龄说成以 0、5 或其他偏好的数字结尾的倾向。年龄堆积3 (age heaping) 有时用年龄偏好指数4 (indices of age preference) 来计量。对于年龄资料常常必须加以校正，以修改各种各样的年龄错报5 (age misreporting) 或年龄申报偏差5 (age reporting bias) 。
人口学词典,章节 1 • 基本概念,153,人口函数的数值，通常以统计表1 (tables) 表示，如生命表(432-1)、生育率表(634-1)和结婚表(522-1)。通常要把日历年表2 (calendar-year tables) 或时期表2 (period tables) 与队列表3 (cohort tables) （也称同批人表）或一代人表3 (generation tables) 区别开来。时期表是在一定时间内所收集的观察材料的表，而队列表是指同队列或同一批人一生的经历。多重消减表4 (multiple decrement table) 表明数个不可重复事件的共同影响，如初婚和死亡对某一人口的影响。最常用的多重消减表是双消减表4 (double decrement tables) 。预测表5 (forecast tables) 提供人口统计函数的数值，例如生存函数(431-6)，可以直接用于人口预报(参见720-2)。当人口根据年龄分为两个或多个类别时，比如经济状况（女性在劳动市场中或不在劳动市场中）、婚姻状况、地区等，或当类别之间随着时间的连续流动是可能的（即使个体状态通常只能在离散时间测量），比如纵向研究的波次、人口登记册查询等，递减递增法6 (increment-decrement methods) 或多重状态法6 (multi-state methods) 更合适。
人口学词典,章节 1 • 基本概念,154,如果数据不足而无法准确地确定某一变量的值时，可以设法对这一值进行估计1 (estimate) ，英文中这一过程被称作估计2 (estimation) ，求得的值叫作估计值3 (estimate) 。如果一点资料也没有时，可以进行猜测4 (conjecture) 来界定该变量的大小5 (order of magnitude) 。
