First Level Heading,Second Level Heading,Third Level Heading,Definition
다국어 인구학사전,장 1 • 일반개념,111,"일반가구 (110-4)는 가구원 혹은 세대원1 (members of the household)  이라는 몇 명의 사람들도 구성되며, 그 중 한 사람이 가구주2가 된다. 가구원 가운데 가구주가 누구여야 하는가에 대해 국제적으로 일치된 정의는 없다. 일부 국가는 가구원 중 주요 소득자3를 가구주로 간주한다. 대부분의 센서스 질문지에서는 가구원의 가구주에 대한 친인척관계4 (114-3*)를 확인하는데, 이를 통해 두 개 이상의 생물학적 가족 또는 핵가족 (113-1의 성원으로 구성된 합성가구5 (composite households)  또는 복합가구5 (complex households|EnglishOriginal=complex household)  를 식별할 수 있다. 합성가구 또는 복합가구는 1차 핵7 과 2차 핵8같은 몇몇 핵6으로 나눠진다. 이러한 핵은 일반적으로 가족(family) (112-1)으로 불린다. 가구 규모11 는 가구에 포함된 가구원의 수를 가리킨다.{Note|6| 가족 핵은
참고：가구 대표자 라는 말은 종종 세대주 의 동의어로 사용된다. 한편 세대주비율(headship ratio)이라는 용어도 사용되는데, 이것은 연령, 성(sex) 또는 다른 특성들을 그에 상응하는 카테고리의 인구수로 나눈 몫을 의미한다."
다국어 인구학사전,장 1 • 일반개념,112,"가족1 (family)  (113 과 115 참조) 은 가구 (110-3) 와는 다른 단위이므로 주의하여 사용해야 한다. 가족은 주로 결혼, 출산 또는 입양을 통해 연결된 사람들의 관계를 말하며, 법률과 관습에 의해 규정된다. 기본적인 가족 관계는 첫째, 결혼에 의한 부부 관계이고, 둘째, 부모2와 그들의 자녀와의 관계이다."
다국어 인구학사전,장 1 • 일반개념,113,"부모와 아이들로만 구성된 가족의 경우 생물학적 가족1 또는 핵가족1 으로 불린다. 형제2 , 자매3 혹은 남매에 남녀의 구별이 없는 경우를 영어표현으로 sibling 이라고 하고 우리말로는 일반적으로 형제4라고 통칭한다. 부모 중 오직 한 명만이 동일할 때 이복형제5 (half-brothers)  혹은 이복자매6 (half-sisters) 라고 부른다. 확대가족7 은 두 개 이상의 핵가족이 모여진 형태인데, 삼 세대 이상이 함께 사는 경우 수직확대가족8 (vertically extended family)  이고, 동일한 세대의 두 개 이상의 핵가족이 함께 사는 경우가 수평확대가족9 (horizontally extended family) 이다. 수직확대가족에서 유산을 상속받는 사람이 포함된 가족만 함께 사는 경우를 줄기가족10 (stem family) 이라고 한다."
다국어 인구학사전,장 1 • 일반개념,114,"같은 조상2으로부터 공통된 혈통으로 연결된 자손들을 혈족3 (blood relatives)  또는 친척3 (genetic relatives|EnglishOriginal=genetic relative)  이라 한다. 친척3 (kin)  은 집단적 의미에서의 친척집단이라는 표현으로도 사용된다. 촌수4는 일반적으로 각 공통 조상까지의 세대 수를 합산하여 산출하는 친족 관계의 친소 정도를 측정하는 단위이다. 그러나 이외에도 측정 절차에는 많은 방법이 있다. 이러한 관계 속에서 기본 관계는 자식에서 부모로의 관계5 (112-6* 와 112-7*참조)이며, 이것은 부모에서 자식으로의 관계(112-2*참조)의 대비어이다. 혈연 관계는 사돈8, 즉 결혼을 통해 상대 배우자가 속하는 다른 친족 사이에 생기는 새로운 관계와는 구별된다."
다국어 인구학사전,장 1 • 일반개념,115,"가족1 (family)  (112-1참조) 은 가구 (110-3) 의 전체 또는 일부를 가리키는 중요한 용어이지만, 그 정의는 사용 목적에 따라 조금씩 다르다. 통계적 가족1 또는 센서스 가족1은 일반적으로  혈연, 입양 또는 결혼을 통해 연결된 가구의 모든 성원을 포함한다. 그러나 가구는 가족을 포함 할 수도, 포함하지 않을 수도 있다. 통계적 가족은 두 개 이상의 가구를 포함하지 않지만, 가구는 두 개 이상의 가족을 포함 할 수 있다. 일부 국가에서 통계적 가족은 생물학적 가족 (113-1)과 거의 같은 의미이지만 다른 나라에서는 가족구성원2 을 의미하는데, 아이가 없는 부부나 미혼 자녀와 함께 사는 부부 혹은 편부모가 여기에 포함된다. 부부가 자녀와 함께 사는 경우가 전통적 가족3 (traditional family) 이라 칭한다.  그런데 사별, 이혼, 별거 등으로 부부 한쪽이 함께 살지 않는 경우 해체가족4 (broken family) 이 된다. 이 때 부부 중 혼자 남은 사람이 자녀를 키우면서 살게 되면 이를 편부/편모가족4 (single parent families) 이라고 한다. 함께 살고 있는 부부나, 이혼이나 사별 등으로 혼자 살게 된 사람이 더 이상 자녀와 함께 살지 않을 때 이를 잉여가족5 (residual family, Restfamily) 이라고 하고, 독일에서는 특별히 “Restfamilie”라고 부른다. 그리고 여러 형태의 가족들이 하나의 가구를 이루어 함께 살 수가 있는데, 이를 가족가구6라고 한다.}
참고：미국에서 는 부모와 아이들, 또한 부모의 형제 자매, 부모보다 이전 세대에서 이루어진다. 해체 가정(broken family)은 부모 중 한 쪽이 사망, 이혼 또는 실종으로 잃은 가족이다."
다국어 인구학사전,장 1 • 일반개념,116,"인구학에서 세대1 (generation) 라는 용어는 특정 기간(일반적으로 같은 해)에 태어난 사람들을 의미한다. 코호트2는  특정 기간에 출생이나 결혼과 같은 사건(event)을 경험한 사람들의 집단을 말한다. 예를 들어, 출생 코호트는 위(116-1)의 의미에서 세대와 동의어이다. 결혼 코호트는 특정 기간 동안 결혼한 사람들의 집단을 말한다. 인구학에서는 계보학과 마찬가지로 세대라는 용어를 116-1에서 정리한 개념인 하나의 세대와 그들의 자녀 세대를 칭할 때 사용하기도 한다. 이와 같은 개념으로 이민 집단의 자녀들은 이민2세대9로 불린다. 세대는 때로는 연령과 연관지어 표현하기도 하는데, 젊은 세대6, 중년 세대7 또는 고령 세대8등이 그 예이다. 물론 이 때의 연령 구분이 명확하지 않은 것이 일반적이다. 어떤 특정한 인구현상이 진행될 때 출생한 코호트를 별도의 용어로 부르기도 하는데, 매우 낮은 출산율이 계속될 때 태어난 코호트를 저출산코호트11라고 하는 것이 그 예이다. 남녀 중 한쪽에 한하여 그 세대의 개념을 적용할 수 있는데, 아버지와 아들은 남계4 또는 부계4라 하고, 모계5  혹은 모계5는 어머니와 딸 간의 관계이다. 이러한 남계, 모계의 구별은 보통 세대 간 기간의 차이를 계산할 수 있을 때 사용된다 (713-1참조).
참고：코호트 분석(cohort analysis)은 평생 또는 특정 기간 동안 각각 다른 코호트 경험을 추적하고 분석하는 방법이다."
다국어 인구학사전,장 1 • 일반개념,120,"주거1 (dwelling) , 주거단위1 (dwelling unit) , 또는 거처1 (living quarters ) 는 한 가구 (110-3)가 살기에 적합한 주택의 상태를 나타내는 통계적인 개념이다. 주택의 규모는 방2의 개수 또는 면적3에 의해 측정되고, 과밀도4는 주거지 규모와 거주하는 사람의 수에 따라 결정된다. 밀집기준에 따라 한 공간에 너무 많은 사람들이 살고 있는 과밀 거주5와 그 반대인 과소거주6 (insufficiently occupied dwellings) 를 구분할 수 있다. 공가7 (unoccupied dwelling) 는 영구적 또는 일시적으로 사람이 살고 있지 않는 거주공간을 의미한다.
참고：주거는 개인 주택이나  아파트나 때로는 건물층수 별 주택 통계가 공표되는데, 이 때 유럽에서는 1층(ground floor)를 고려하지 않지만, 우리나라와 미국 등은 1층을 고려한다. 부엌이 방의 개수에 포함되는 지 여부에 대해 정해진 규칙은 없다."
다국어 인구학사전,장 1 • 일반개념,121,"주거의 점유자는 집주인1 (owner) 과 이들에게 사용료를 내고 집을 임대하는 임차인 혹은 세입자2 (tenant) 이다. 우리나라에서는 드물지만 미국이나 유럽에서는 세입자가 다시 다른 세입자와 임대계약을 하는 경우도 있고 이를 sublease라고 부른다. 한편, 아무런 법적 권리 없이 주거를 점유하고 있는 사람을 무단 거주자4 (squatter) 라고 부른다.
참고：집이나 아파트를 임대할 때 가구를 포함할 수도 있고 안 할 수도 있는데, 우리나라에서는 전자를 이미 가구가 다 들어가 있다는 의미에서 ‘빌트인(furnished dwelling)’이라는 용어로 부른다."
다국어 인구학사전,장 1 • 일반개념,130,"인구 통계1 (population/demographic statistics) 란 용어는 관측에 근거한 인구에 대한 수리 자료2 (numerical data)  를 의미한다. 관측된 자료는 적합한형식 (206-1)으로 수집4된 후, 오류제거를 위해 편집5되고 검증5된다. 자료는 일반적인 특성을 가진 특정집단7 (group)  또는 계급8으로 나누어져 정리된다.자료처리9 (data processing) 는 수집에서 통계분석10 (132-1)에 이르는 모든 단계를 포함한다."
다국어 인구학사전,장 1 • 일반개념,131,"자료는 일반적으로 가공되고 도표화하기 전 상태인 원자료1 (raw data)  또는 가공되지 않은 자료1 (crude data) 와 기본적인 가공을 거친 기초 자료1 와 주요 자료1로 구분된다. 기초 자료는 보통 통계표 4 (statistical tables) 의 형태로 나타내는데, 여기에는 주로 일련2의 절대값3 (absolute number) 이 사용된다. 이 때 자료는 일반적으로 특정변수5 (variable)  또는 변량5 (variate) (예: 나이, 자녀 수)으로 분류되거나 특정한속성6 (attribute)  또는 특성6 (characteristic)  (예: 성, 배우자 관계 등)에 의해 분류 되기도 한다. 자료가 어떤 변수 내지 속성에 의해 동시에 분류된 표는 교차표7 또는 분할표7라고 부른다. 요약표8 (summary table) 는 개별표9 (individual table) 보다 간단한 정보를 제공한다 .
참고：데이터의 분석 단위가개인 (110-2)에 관한 경우, 그것은 마이크로 자료(micro-data)라고 한다. 집합 자료 또는 매크로자료(macro-data)는 국가 또는 국내 행정 단위 등 개인이 아닌 집단을 분석단위로 할 때 사용된다. 마이크로 자료는 현장 조사 (203-5) 및 인구 동태 기록 자료의 표본과 같은 다양한 출처에서 생성된다. 최근에는 센서스의 표본자료가 매우 유용한 마이크로자료로 사용되고 있다. 빈도표는 모집단의 단일 변수 내지 어떤 특성의 분포를 나타낸 것으로 일반적으로 도수가 표시되어 있다."
다국어 인구학사전,장 1 • 일반개념,132,"기초 자료 이용은 일반적으로 분석 및 종합과 관련되어 있다.분석1 (analysis)  은 관측 값의 구성 요소 (규모, 구조, 외부 요인, 현상)을 분리하는 것을 목적으로 한다. 종합2 (synthesis) 은 다양한 방법으로 분리된 구성 요소를 다시 결합하는 과정이다. 각각의 과정은 다양한 이름으로 불릴 수도 있는 지표4의계산3과정(참조. § 133)을 포함된다. 기초 자료와는 대조적으로, 이 지표는 계산결과6라고 불린다. 제한적 의미에서 지표7 (indice))  나지수7 (index number) 는기준치5에 대한 특정 값을 나타내는 비율이고, 기준치8는 보통 100%에 놓인다. 몇 가지 지표는 복잡한 현상을 표현하는데 있어 매우 유용한 척도9 (indicator) 가 된다. 예를 들어, 영아사망율은 인구집단의 전반적인 건강상태를 보여주는 척도로 이용된다."
다국어 인구학사전,장 1 • 일반개념,133,"분석 (132-1)의 첫 단계는 총인구(합계)나 사건 수를 다른 합계나 수치로 구성하는 것이다. 결과 지표는 다음과 같은 다양한 명칭으로 불려진다. 다양한 목적으로 사용되는 비(ratio)는 같은 종류에서 하나의 숫자를 다른 숫자로 나누어 얻은 값이다. 나뉜 수와 나누는 수는 같은 종류이지만 다른 분류에 속해있다 (예를 들면 남자와 여자, 아이와 여자, 한 연령과 다른 연령). 특정비1 (specific ratio)) 는 성비나 부양비와 같이 이미 잘 알려진 특정한 개념을 나타낼 때 사용된다. 구성비2 (proportion) 는 전체에 대한 부분의 크기를 나타내는 비율이다. 백분율3 (percentage) 은 숫자 100당으로 표시된 구성비이다. 비율4 (rate) 은 특정 기간, 보통 1년간 인구나 하위 인구의 특정 사건 발생에 대한 상대 도수5를 가리키는 종류의 비율이다.  최근에 비율은 꾸준히 그 의미를 넓혀 가고있으며, 비(ratio)의 동의어로 잘못사용하는 경우가 종종 있다. (예를 들어. 노동참여율은 비가 아니라 실제로는 구성비이다.)
참고：추가적인 언급 없이 ""비율""이라는 용어가 사용되는 경우는 일반적으로 ""1,000 명당”으로 풀이된다. 그러나 사인별 사망률(421-10)과 같은 일부의 비율은 1만 명 당, 10만 명 당, 혹은 100만 명 당으로 표시된다. 한편, 1인당 또는 100명 당으로 표시되는 비율도 있다. 비율은 가끔 생략되어 ""1,000명 당 10명 사망""이라는 표현을 하는 경우도 있지만, 이러한 표현은 권장되지 않는다. 합계출산율(TFR) 은 재생산(가임기) 연령에 있는 여성들의 연령별 출산율의 합(633-9참고)으로 구해진다. 합계출산율은 사실 개인들이 이미 경험하지도 않은 사건을 마치 경험한 것으로 가정하고 있기 때문에, 시간과 사건의 순서가 서로 맞지 않는 오류를 기본적으로 내재하고 있다. 예컨대 25세의 여성은 아직도 가임 기간이 20년이 넘게 남아있고 몇 명의 자녀를 낳게 될지 모르지만, 특정한 년도에는 그 해의 합계출산율이 이 여성에게 적용된다. 이와 같은 오류를 보정하기 위해 합성지표(synthetic index)라는 용어를 사용하기도 한다."
다국어 인구학사전,장 1 • 일반개념,134,"반복 할 수 없는 사건의상대 빈도 (133-5)는 확률1 (probability) 의 경험적 척도로 간주되는 경우가 많다. 이것은 분모에 속해있는 모든 개인이 어떤 형태로 위험에 노출된 것3 (exposed to risk) 을 전제로 한다. 즉 해당 사건이 그들에게 발생할  기회2나 위험2 이 있어야 한다. ""위험""이라는 용어가 어떤 원하지 않는 사건을 의미하는 것은 아니다. 인구를 다른 하위 집단으로 구별할 때, 해당 사건이 발생하는 위험의 개인차는 전체 인구의 차이만큼 크지는 않다. 그러므로 위험의 관점에서 이질적인5 (heterogeneous)  전체 인구에 비해 부분 인구가 보다 동질적4 (homogeneous) 이다. 전체 인구에 적용되는 비율인 조율|EnglishEntry:crude rates (136-8)과 대비하여 부분 인구에 산정되는 비율은특수율6 (specific rate) 이라 불린다.  일반율7 (general rate) 은 합계출산율 (633-8)의 경우처럼 특정 연령에만 사용될 수 있다."
다국어 인구학사전,장 1 • 일반개념,135,"연령별 특수 비율1 (age-specific rate) 은 개별 나이나 각 연령 집단2에 대해 계산된다.  기간특수비율3 (duration-specific rate) 은 결혼이나 출생과 같은 인생의 출발선4 또는 사건 발생 기점4에서 경과한 시간을 고려한다. 중앙 비율10은 1년간 또는 그 이상의 기간 (종종 5년)의 사건 수를 평균 인구6 또는 연앙인구6로 나누거나 당해 년 내지는 해당 기간 동안의 사건으로 인해 발생하는 위험에 노출된 인년의 수7 (person-year) 로 나눠서 계산된다. 인년의 수는 1년 간 혹은 1시간 동안 관찰된 집단에 포함된 모든 개인이 위험에 노출된 총 시간을 년수로 표시한 것이다. ""비율""이라는 용어는 비슷하지만 다른 종류의 계산법인데, 1 년 내지 1 시간 동안 반복되지 않는 사건의 수를 몇 년 혹은 일정 기간이 시작되는 시점의 코호트의 수로 나눈 것이다. 이 지표는 손상 확률5 혹은 보다 단순하게확률5로 불리는데 이미 정의된 중앙비율과 대비된다. 여기서 ""기간""이라는 용어는 시간의 길이를 의미한다. 그러나 기간 비율8이라는 표현처럼 기간은 시간적 의미에서 사용된 특정 연도를 가리킨다. 이것은 코호트 비율9 (cohort rate) 또는 세대 비율9 (generation rate) 과 대비된다."
다국어 인구학사전,장 1 • 일반개념,136,"불완전한 관찰 또는 통제가 부족한 관찰에 근거한 자료는 임시/잠정적1 (provisional) 이라고 불린다. 이러한 자료는 완전한 관찰 단계에서 최종2 자료로 대체된다. 이러한 자료를 기반으로 한 비율은 각각 잠정율3과 확정율4로 불린다. 이미 수치가 공표된 후 새로운 정보가 이용 가능하게 된 경우, 개정/보완율5 (revised rate) 이 발표될 수 있다. 보정율6 (corrected rate)  이라는 표현은 일반적으로 자료 결함 혹은 부적당한 방법에 의해 오차를 보완한 율을 의미한다. 예를 들어 하위 계싼에 대한 보정, 인구 이동에 대한 보정, 계절 변화에 대한 보정 등을 의미한다. 표준화율7 또는 조정율7은 하나의 변수에 대해 두 개 이상의 집단이 서로 동일한 특성을 가진다는 가정하에 다른 변수가 비교 가능하도록 만들어진 율이다. 예를 들어 연령구조가 다른 두 인구집단의 사망률을 직접 비교할 수 없는데, 이 때 연령구조를 보정하여 두 집단이 같은 연령구조를 가지고 있다고 가정한 후에 사망률을 비교할 수 있다. 한편 한 인구집단의 자료가 충분치 않을 경우 직접 표준화가 불가능하다. 이 때는 간접표준화의 방법이 사용된다.  보정율7이라는 용어는 일부 인구학자에 의해 표준화율과 동의어로 사용되고 있다. 표준화되지 않은 율은 조율8 (crude rate) 이라고 불린다. 표준비율9 (cf. 403-6)로 불린다. 이것은 어떤 인구현상의 실제 추세를 측정하기 위해 사용되는 경우도 있지만, 다른구조 (144-4)를 가진 인구 집단을 비교할 때 무비판적으로 사용되었다면 잘못된 추론을 도출 할 수 있기 때문에 주의해야 한다."
다국어 인구학사전,장 1 • 일반개념,137,"인구지표 (132-7) 는 대부분의 경우 특정 관찰 기간1 (period of observation) 과 관련된다. 이는 특히 대부분의 인구학적 율 (cf. 133-4)에 적용된다. 연간율2 (annual rate) 은 12개월의 기간에 대한 것이다. 관측 값이 여러 해 동안 수집되고, 이를 바탕으로 연간평균이 계산되면 연평균율3 이라는 용어가 사용된다.  계산되면 라는 용어가 사용되는 경우가 많다. 일 년 이외의 기간 비율이 계산되는 경우에는 적당한 수치를 곱하여  연(年)단위로 환산4되는 경우도 있다. 한편 순간율5 ( instantaneous rate) 이 사용될 때도 있는데 이는 매우 작은 시간 단위가 기간으로 사용될 때이다. 예를 들어  순간사망률 (431-4) 이나순간인구증가율 (702-5)이 있다."
다국어 인구학사전,장 1 • 일반개념,138,"코호트 분석 (103-4) 의 주된 목적은 인구 현상의 발생 강도1 (intensity) 와 진행속도2 (tempo)  또는 타이밍2 (timing) 의 연구에 있다. 어떤 재발하지 않는 사건 (201-4)에서 비롯된 인구 현상의 발생 강도는 그 사건이 최종적으로 발생한 빈도3에 의해 측정된다. 최종 빈도는 외부 영향이 없다고 한 경우 해당코호트 (116-2)의 존속하는 기간 중에 그 사건을 경험한 사람들의 비율이다. 사람들의 구성비를 나타내는 출생 및 인구 이동 등반복적 사건 (201-5)에서 비롯된 발생 강도는, 마찬가지로 외부 영향이 없다고 한 경우, 코호트 인당  평균 사건 수4에 의해 측정할 수 있다. 진행 속도나 타이밍은 연구 대상인 사건의 시간 경과에 따른 코호트의 분포로 정의할 수 있다.  횡단면 분석이나기간분석 (103-5) 의 결과는 여러가지 방법으로 측정되는 기간측정법5 (period  measure) 으로 요약되어 표현되지만, 이것은코호트측정법6과 대비된다. 일반적으로 사용되는 방법은 다양한 연령과 지속 기간에 관측된 기간측정법을 이용하여 코호트의 개념에 가상적으로 도입하여 가상 코호트7 또는 합성코호트7를 설정하는 것이다.
참고：이 최종 빈도는 연구 대상이 되는 현상에 따라 다양한 이름이 붙여져 왔다. 출산진도비 (637-7), 생애미혼빈도 (521-1) 등이 그 예이다. 이 최종빈도는 구성비와는 다른 개념인데, 생애미혼빈도는 최종빈도인 반면 특정 연령대에서 미혼자의 비중은 구성비이다. 횡단면 분석과 가설 코호트 분석은 본래의 의미의 코호트 분석 연구 이전에 진행되었기 때문에, 기간 지표라는 명칭이 코호트를 의미하는 것으로 여겨져 오기도 하였다. 이 경우 기간과 코호트 개념의 혼용은 모순적인 상황을 발생할 수도 있다. 예를 들어, 출산순위별 출산확률은 1을 초과할 수도 있는데, 오랜 기간 지연되었던 출산이 한꺼번에 이루어질 경우가 그러하다."
다국어 인구학사전,장 1 • 일반개념,140,"인구학에서 가장 빈번하게 사용되는 평균1 (mean) 은산술평균 2 (arithmetic average) 이며 일련의 값들의 합을 빈도수로 나누어 구한다. 평균이라는 표현은 어떤 조건이 전제되지 않으면 일반적으로 산술 평균을 의미한다. 기하 평균3은 모든 관측 값이 양수일 경우에만 사용되는데, n개의 양수가 있을 때 이들 수의 곱을 n제곱근으로 나누어 구한다. 가중 평균4 (weighted average) 은 평균을 구할 때, 각 값들에 서로 같지 않은 가중치5를 곱하여 구한 평균 값이다.중앙값6 은 일련7의 관측 데이터를 크기 순으로 정렬했을 때 가장 중앙에 위치한 값이다.최빈수8는 일련의 관측 값 중 가장 일반적이며 자주 사용되는 값이다."
다국어 인구학사전,장 1 • 일반개념,141,"일련의 관측 값의 분산1 (dispersion) , 산포1 (scatter) , 다양성1 (variation)  또는변화1 (variability) 는 요소들 사이의 차이2나편차2에 의해 정해진다. 여기에서는 가장 일반적인분산의 측정법3 (measures of dispersion) 만을 다룬다. 범위4 (range) 는 요소들의 최대값과 최소값의 차이이다. 사분위 범위5 (interquartile range ) 는 첫번 째와 세번 째사분위 수 (142-2) 사이의 차이인데, 전체 n의 절반을 포함하게 된다. 사분위편차6는 사분위 범위의 절반인데, 종종 분산 측정의 도구로 사용된다. 평균편차7는 평균에서 개별 항목의 차이의 절대값(편차)를 산술평균(140-2)한 것이며분산8 (variance) 은 이 편차의 제곱을 산술 평균한 값이다. 표준편차9 (standard deviation ) 는 분산의 제곱근이다."
다국어 인구학사전,장 1 • 일반개념,142,"일련의 관측 값이 적은 수에서 큰 수로 정렬 된 경우 배열된 관측 값들의 수치를분위수1 (quantiles)  또는 순서통계량1이라고 한다. 기타 중요한 순위별 통계로는사분위수2,10분위수3,  백분위수4가 있고 그들은 관측 값을 각각 사등분, 십등분, 백등분 한 것이다."
다국어 인구학사전,장 1 • 일반개념,143,"변수는 크게 연속형1 (continuous) 과 불연속형2 (discontinuous)  으로 나뉜다. 변수의 각 관측치들 사이가 무수히 작은 값들을 가질 수 있는 경우가 연속형이고, 그 반대로 관측치 사이의 간격이 다른 수들로 나누어 지지 않으면 불연속형이다. 변수가 여러 한정된 값으로만 표현될 경우, 그것은  이산3 (discrete) 이라고 한다."
